Company Name,Sales Growth,ROA,Total Accruals,Operating Cash Flow,CAPEX,R&D,Leverage Ratio,Working Capital Ratio,ForeignOp,ETR,Market-to-Book,Log(Total Assets),Big N,year,Bog Index,Tax Effectiveness,Accounting Analytics Mention,Fama-French industry code (5 industries),nyyear,NYWorking Capital Ratio,NYLeverage Ratio,NYROA,NYBig N,NYCAPEX,NYR&D,NYForeignOp,NYSales Growth,NYMarket-to-Book,NYETR,NYBog Index,NYAccounting Analytics Mention,Log(Total Assets),NYTax Effectiveness,NYTotal Accruals,NYOperating Cash Flow
THOR INDUSTRIES INC,0.144,0.110,-0.036,0.147,0.022,0.000,0.158,1.560,0.000,0.327,3.175,7.752,1.000,2016.000,93.000,1.000,0.000,"Manufacturing, Energy, and Utilities",2017.000,1.511,0.059,0.146,1.000,0.045,0.000,0.000,0.582,3.514,0.327,87.000,0.000,7.847,1.000,-0.018,0.164
THOR INDUSTRIES INC,0.582,0.146,-0.018,0.164,0.045,0.000,0.059,1.511,0.000,0.327,3.514,7.847,1.000,2017.000,87.000,1.000,0.000,"Manufacturing, Energy, and Utilities",2018.000,1.705,0.002,0.155,1.000,0.050,0.000,0.000,0.149,2.579,0.320,86.000,0.000,7.930,1.000,-0.013,0.168
THOR INDUSTRIES INC,0.149,0.155,-0.013,0.168,0.050,0.000,0.002,1.705,0.000,0.320,2.579,7.930,1.000,2018.000,86.000,1.000,0.000,"Manufacturing, Energy, and Utilities",2019.000,1.407,0.334,0.024,1.000,0.023,0.000,1.000,-0.056,1.574,0.283,87.000,0.000,8.641,1.000,-0.066,0.090
TIDEWATER INC,-0.345,-0.032,-0.083,0.051,0.039,0.000,0.000,0.538,1.000,-0.149,0.446,8.515,1.000,2016.000,92.000,0.123,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,0.490,0.000,-0.158,1.000,0.006,0.000,1.000,-0.386,0.446,-0.010,90.000,0.000,8.341,0.019,-0.165,0.007
TIDEWATER INC,-0.386,-0.158,-0.165,0.007,0.006,0.000,0.000,0.490,1.000,-0.010,0.446,8.341,1.000,2017.000,90.000,0.019,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,3.839,0.254,-0.528,1.000,0.007,0.000,1.000,-0.386,0.529,0.000,90.000,0.000,7.465,0.019,-0.368,-0.033
TIDEWATER INC,-0.386,-0.528,-0.368,-0.033,0.007,0.000,0.254,3.839,1.000,0.000,0.529,7.465,1.000,2017.000,90.000,0.019,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2018.000,4.315,0.236,-0.094,1.000,0.012,0.000,1.000,0.231,0.618,-0.119,91.000,0.000,7.511,1.000,-0.096,0.002
TIDEWATER INC,0.231,-0.094,-0.096,0.002,0.012,0.000,0.236,4.315,1.000,-0.119,0.618,7.511,1.000,2018.000,91.000,1.000,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2019.000,2.894,0.179,-0.090,1.000,0.011,0.000,1.000,0.197,0.759,-0.244,94.000,0.000,7.365,1.000,-0.070,-0.020
TIMKEN CO,-0.071,0.055,-0.090,0.146,0.050,0.012,0.230,2.660,1.000,0.312,2.412,7.922,1.000,2016.000,78.000,0.656,0.000,"Manufacturing, Energy, and Utilities",2017.000,2.233,0.251,0.060,1.000,0.031,0.010,1.000,0.125,2.647,0.222,81.000,0.000,8.132,0.621,-0.010,0.070
TOFUTTI BRANDS INC,0.052,0.093,0.125,-0.092,0.000,0.094,0.113,2.915,0.000,0.062,3.422,1.509,0.000,2016.000,77.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,4.370,0.104,0.145,0.000,0.000,0.081,0.000,-0.025,2.861,0.028,80.000,0.000,1.579,1.000,-0.120,0.262
TOFUTTI BRANDS INC,-0.025,0.145,-0.120,0.262,0.000,0.081,0.104,4.370,0.000,0.028,2.861,1.579,0.000,2017.000,80.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,7.088,0.102,0.104,0.000,0.025,0.084,0.000,-0.074,2.515,-0.461,72.000,0.000,1.587,1.000,0.125,-0.148
TOFUTTI BRANDS INC,-0.074,0.104,0.125,-0.148,0.025,0.084,0.102,7.088,0.000,-0.461,2.515,1.587,0.000,2018.000,72.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2019.000,8.085,0.131,0.016,0.000,0.006,0.064,0.000,0.005,2.666,0.060,72.000,0.000,1.615,1.000,0.019,-0.003
TOOTSIE ROLL INDUSTRIES INC,-0.035,0.073,-0.034,0.107,0.017,0.000,0.008,4.709,1.000,0.312,3.455,6.824,1.000,2016.000,77.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,4.247,0.008,0.087,1.000,0.018,0.000,1.000,-0.003,3.113,0.046,78.000,0.000,6.836,1.000,0.041,0.046
TOOTSIE ROLL INDUSTRIES INC,-0.003,0.087,0.041,0.046,0.018,0.000,0.008,4.247,1.000,0.046,3.113,6.836,1.000,2017.000,78.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,4.953,0.008,0.060,0.000,0.029,0.000,1.000,-0.001,2.850,0.224,83.000,0.000,6.854,1.000,-0.046,0.107
TOOTSIE ROLL INDUSTRIES INC,-0.001,0.060,-0.046,0.107,0.029,0.000,0.008,4.953,1.000,0.224,2.850,6.854,0.000,2018.000,83.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2019.000,4.442,0.008,0.066,0.000,0.021,0.000,1.000,0.016,2.922,0.241,101.000,0.000,6.885,1.000,-0.036,0.102
TOROTEL INC,0.194,0.066,0.010,0.056,0.042,0.000,0.061,4.184,0.000,0.394,0.853,2.039,0.000,2016.000,84.000,0.878,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,2.755,0.054,-0.032,0.000,0.114,0.000,0.000,0.007,0.832,0.368,84.000,0.000,2.112,0.552,0.101,-0.132
TOTAL SYSTEM SERVICES INC,0.500,0.050,-0.063,0.113,0.008,0.000,0.520,2.433,1.000,0.331,4.283,8.759,1.000,2016.000,92.000,0.849,1.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,1.091,0.415,0.093,1.000,0.011,0.000,1.000,0.182,6.384,0.100,92.000,0.000,8.753,0.828,-0.043,0.135
TOTAL SYSTEM SERVICES INC,0.182,0.093,-0.043,0.135,0.011,0.000,0.415,1.091,1.000,0.100,6.384,8.753,1.000,2017.000,92.000,0.828,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2018.000,2.213,0.521,0.077,1.000,0.015,0.000,1.000,-0.183,5.677,0.180,98.000,0.000,8.918,0.834,-0.062,0.139
TRANSCAT INC,-0.012,0.054,-0.089,0.143,0.053,0.000,0.249,1.656,1.000,0.313,1.804,4.340,0.000,2016.000,86.000,0.794,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,1.801,0.281,0.049,0.000,0.057,0.000,1.000,0.178,2.061,0.369,86.000,0.000,4.523,0.804,-0.033,0.082
TRANSCAT INC,0.178,0.049,-0.033,0.082,0.057,0.000,0.281,1.801,1.000,0.369,2.061,4.523,0.000,2017.000,86.000,0.804,0.000,"Business Equipment, Telephone and Television Transmission",2018.000,1.916,0.214,0.061,0.000,0.061,0.000,1.000,0.078,2.181,0.255,90.000,0.000,4.573,0.813,-0.041,0.102
TRIBUNE MEDIA CO,-0.051,0.024,-0.003,0.027,0.008,0.000,0.357,1.976,0.000,1.000,1.153,9.008,1.000,2017.000,94.000,1.000,0.000,"Business Equipment, Telephone and Television Transmission",2018.000,3.643,0.355,0.050,1.000,0.009,0.000,0.000,0.087,1.131,0.215,98.000,0.000,9.018,1.000,-0.007,0.057
TRIO-TECH INTERNATIONAL,0.015,0.024,-0.007,0.031,0.051,0.006,0.069,1.731,0.000,0.182,0.653,3.473,0.000,2016.000,91.000,1.000,0.000,"Manufacturing, Energy, and Utilities",2017.000,1.784,0.062,0.039,0.000,0.068,0.006,0.000,0.119,0.873,0.189,88.000,0.000,3.511,1.000,-0.079,0.118
TRIO-TECH INTERNATIONAL,0.119,0.039,-0.079,0.118,0.068,0.006,0.062,1.784,0.000,0.189,0.873,3.511,0.000,2017.000,88.000,1.000,0.000,"Manufacturing, Energy, and Utilities",2018.000,1.940,0.054,0.032,0.000,0.063,0.012,0.000,0.099,0.723,0.431,76.000,0.000,3.597,1.000,-0.090,0.123
TRIO-TECH INTERNATIONAL,0.099,0.032,-0.090,0.123,0.063,0.012,0.054,1.940,0.000,0.431,0.723,3.597,0.000,2018.000,76.000,1.000,0.000,"Manufacturing, Energy, and Utilities",2019.000,2.427,0.075,0.042,0.000,0.078,0.009,0.000,-0.075,0.447,-0.030,76.000,0.000,3.598,1.000,-0.080,0.122
TWIN DISC INC,-0.374,-0.061,-0.077,0.016,0.020,0.008,0.040,3.461,1.000,0.486,1.046,5.366,1.000,2016.000,84.000,0.612,0.000,"Manufacturing, Energy, and Utilities",2017.000,2.907,0.030,-0.030,1.000,0.015,0.007,1.000,0.011,1.512,0.358,83.000,0.000,5.351,0.340,-0.045,0.015
TWIN DISC INC,0.011,-0.030,-0.045,0.015,0.015,0.007,0.030,2.907,1.000,0.358,1.512,5.351,1.000,2017.000,83.000,0.340,0.000,"Manufacturing, Energy, and Utilities",2018.000,2.555,0.021,0.041,0.000,0.027,0.007,1.000,0.431,2.005,0.331,90.000,0.000,5.458,0.479,0.013,0.028
TWIN DISC INC,0.431,0.041,0.013,0.028,0.027,0.007,0.021,2.555,1.000,0.331,2.005,5.458,0.000,2018.000,90.000,0.479,0.000,"Manufacturing, Energy, and Utilities",2019.000,2.769,0.159,0.031,0.000,0.035,0.007,1.000,0.257,1.097,0.256,91.000,0.000,5.849,0.571,0.047,-0.016
TYLER TECHNOLOGIES INC,0.279,0.081,-0.060,0.141,0.028,0.032,0.007,0.783,0.000,0.150,5.733,7.214,1.000,2016.000,88.000,1.000,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,1.299,0.000,0.103,1.000,0.027,0.030,0.000,0.112,5.747,-0.014,87.000,0.000,7.371,1.000,-0.020,0.123
TYLER TECHNOLOGIES INC,0.112,0.103,-0.020,0.123,0.027,0.030,0.000,1.299,0.000,-0.014,5.747,7.371,1.000,2017.000,87.000,1.000,0.000,"Business Equipment, Telephone and Television Transmission",2018.000,1.224,0.000,0.082,1.000,0.015,0.035,0.000,0.113,5.368,0.054,91.000,0.000,7.491,1.000,-0.057,0.140
TYLER TECHNOLOGIES INC,0.113,0.082,-0.057,0.140,0.015,0.035,0.000,1.224,0.000,0.054,5.368,7.491,1.000,2018.000,91.000,1.000,0.000,"Business Equipment, Telephone and Television Transmission",2019.000,1.335,0.008,0.067,1.000,0.017,0.037,0.000,0.162,7.293,0.083,91.000,1.000,7.692,1.000,-0.049,0.116
TYSON FOODS INC  -CL A,-0.109,0.079,-0.042,0.121,0.031,0.004,0.277,1.770,0.000,0.318,2.806,10.016,1.000,2016.000,84.000,0.614,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,1.552,0.331,0.063,1.000,0.038,0.004,0.000,0.037,2.457,0.323,85.000,0.000,10.242,0.589,-0.029,0.093
TYSON FOODS INC  -CL A,0.037,0.063,-0.029,0.093,0.038,0.004,0.331,1.552,0.000,0.323,2.457,10.242,1.000,2017.000,85.000,0.589,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,1.131,0.274,0.104,1.000,0.041,0.004,0.000,0.047,1.702,-0.103,87.000,0.000,10.279,0.617,0.002,0.102
TYSON FOODS INC  -CL A,0.047,0.104,0.002,0.102,0.041,0.004,0.274,1.131,0.000,-0.103,1.702,10.279,1.000,2018.000,87.000,0.617,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2019.000,1.300,0.297,0.061,1.000,0.038,0.003,0.000,0.059,2.239,0.163,135.000,0.000,10.407,0.638,-0.015,0.076
UNITED AIRLINES HOLDINGS INC,-0.035,0.056,-0.082,0.138,0.080,0.000,0.268,0.595,0.000,0.407,2.648,10.600,1.000,2016.000,87.000,0.962,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,0.561,0.300,0.050,1.000,0.094,0.000,0.000,0.032,2.196,0.289,87.000,0.000,10.653,0.989,-0.030,0.081
UNITED AIRLINES HOLDINGS INC,0.032,0.050,-0.030,0.081,0.094,0.000,0.300,0.561,0.000,0.289,2.196,10.653,1.000,2017.000,87.000,0.989,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2018.000,0.545,0.298,0.048,1.000,0.093,0.000,0.000,0.095,2.261,0.199,88.000,0.000,10.710,0.983,-0.090,0.138
UNITED AIRLINES HOLDINGS INC,0.095,0.048,-0.090,0.138,0.093,0.000,0.298,0.545,0.000,0.199,2.261,10.710,1.000,2018.000,88.000,0.983,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2019.000,0.549,0.348,0.057,1.000,0.086,0.000,0.000,0.047,1.919,0.231,92.000,0.000,10.871,0.992,-0.074,0.131
UGI CORP,-0.150,0.034,-0.056,0.089,0.052,0.000,0.347,0.987,0.000,0.312,2.745,9.292,1.000,2016.000,98.000,1.000,0.000,"Manufacturing, Energy, and Utilities",2017.000,1.004,0.345,0.038,1.000,0.055,0.000,0.000,0.077,2.565,0.253,98.000,0.000,9.357,0.962,-0.046,0.083
UGI CORP,0.077,0.038,-0.046,0.083,0.055,0.000,0.345,1.004,0.000,0.253,2.565,9.357,1.000,2017.000,98.000,0.962,0.000,"Manufacturing, Energy, and Utilities",2018.000,1.090,0.346,0.060,1.000,0.048,0.000,0.000,0.250,2.618,0.038,103.000,0.000,9.391,0.964,-0.031,0.091
USG CORP,-0.201,0.132,0.035,0.096,0.021,0.006,0.280,2.249,1.000,0.230,2.238,8.261,1.000,2016.000,86.000,0.767,1.000,"Manufacturing, Energy, and Utilities",2017.000,2.388,0.280,0.023,1.000,0.044,0.006,1.000,0.062,2.946,0.710,87.000,1.000,8.256,0.866,-0.076,0.099
USG CORP,0.062,0.023,-0.076,0.099,0.044,0.006,0.280,2.388,1.000,0.710,2.946,8.256,1.000,2017.000,87.000,0.866,1.000,"Manufacturing, Energy, and Utilities",2018.000,2.306,0.281,0.051,1.000,0.057,0.006,1.000,0.041,3.114,0.150,88.000,1.000,8.254,0.824,-0.023,0.074
UNIFI INC,-0.063,0.065,-0.041,0.106,0.099,0.013,0.207,2.814,1.000,0.312,1.495,6.267,1.000,2016.000,90.000,0.271,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,3.203,0.195,0.058,1.000,0.058,0.013,1.000,0.006,1.556,0.252,95.000,0.000,6.348,0.491,-0.023,0.081
UNIFI INC,0.006,0.058,-0.023,0.081,0.058,0.013,0.195,3.203,1.000,0.252,1.556,6.348,1.000,2017.000,95.000,0.491,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,3.227,0.189,0.053,1.000,0.042,0.013,1.000,0.049,1.493,-0.049,101.000,0.000,6.400,0.470,-0.009,0.062
UNIFI INC,0.049,0.053,-0.009,0.062,0.042,0.013,0.189,3.227,1.000,-0.049,1.493,6.400,1.000,2018.000,101.000,0.470,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2019.000,3.554,0.188,0.004,1.000,0.042,0.021,1.000,0.044,0.854,0.755,103.000,0.000,6.384,0.392,-0.008,0.012
UNIFIRST CORP,0.008,0.073,-0.049,0.122,0.058,0.000,0.000,5.095,1.000,0.385,1.906,7.440,1.000,2016.000,88.000,0.566,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,4.578,0.000,0.039,1.000,0.060,0.000,1.000,0.084,2.003,0.390,85.000,0.000,7.506,0.419,-0.081,0.120
UNIFIRST CORP,0.084,0.039,-0.081,0.120,0.060,0.000,0.000,4.578,1.000,0.390,2.003,7.506,1.000,2017.000,85.000,0.419,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,3.954,0.000,0.089,1.000,0.061,0.000,1.000,0.066,2.420,0.125,93.000,0.000,7.519,0.508,-0.036,0.125
UNIFIRST CORP,0.066,0.089,-0.036,0.125,0.061,0.000,0.000,3.954,1.000,0.125,2.420,7.519,1.000,2018.000,93.000,0.508,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2019.000,4.813,0.000,0.087,1.000,0.059,0.000,1.000,0.067,2.265,0.247,95.000,0.000,7.624,1.000,-0.050,0.138
AMEREN CORP,-0.004,0.026,-0.060,0.086,0.086,0.000,0.267,0.596,0.000,0.367,1.792,10.115,1.000,2016.000,86.000,0.124,0.000,"Manufacturing, Energy, and Utilities",2017.000,0.548,0.273,0.020,1.000,0.085,0.000,0.000,0.017,1.992,0.521,87.000,0.000,10.164,0.574,-0.061,0.081
AMEREN CORP,0.017,0.020,-0.061,0.081,0.085,0.000,0.273,0.548,0.000,0.521,1.992,10.164,1.000,2017.000,87.000,0.574,0.000,"Manufacturing, Energy, and Utilities",2018.000,0.571,0.289,0.030,1.000,0.086,0.000,0.000,0.018,2.090,0.224,93.000,0.000,10.212,0.729,-0.050,0.080
AMEREN CORP,0.018,0.030,-0.050,0.080,0.086,0.000,0.289,0.571,0.000,0.224,2.090,10.212,1.000,2018.000,93.000,0.729,0.000,"Manufacturing, Energy, and Utilities",2019.000,0.571,0.309,0.029,1.000,0.084,0.000,0.000,-0.061,2.346,0.179,94.000,0.000,10.273,0.740,-0.046,0.075
UNION PACIFIC CORP,-0.086,0.076,-0.059,0.135,0.063,0.000,0.256,0.988,0.000,0.374,4.244,10.928,1.000,2016.000,84.000,0.909,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,1.017,0.279,0.185,1.000,0.056,0.000,0.000,0.065,4.213,-0.404,84.000,0.000,10.965,1.000,0.060,0.125
UNION PACIFIC CORP,0.065,0.185,0.060,0.125,0.056,0.000,0.279,1.017,0.000,-0.404,4.213,10.965,1.000,2017.000,84.000,1.000,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2018.000,0.900,0.354,0.101,1.000,0.058,0.000,0.000,0.075,4.907,0.229,90.000,0.000,10.988,1.000,-0.046,0.147
UNION PACIFIC CORP,0.075,0.101,-0.046,0.147,0.058,0.000,0.354,0.900,0.000,0.229,4.907,10.988,1.000,2018.000,90.000,1.000,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2019.000,0.795,0.412,0.096,1.000,0.056,0.000,0.000,-0.049,6.902,0.236,95.000,0.000,11.030,1.000,-0.044,0.140
UNIT CORP,-0.295,-0.055,-0.152,0.097,0.075,0.000,0.329,0.735,0.000,0.344,1.159,7.816,1.000,2016.000,78.000,0.410,0.000,"Manufacturing, Energy, and Utilities",2017.000,0.658,0.322,0.046,1.000,0.121,0.000,0.000,0.228,0.865,-0.959,75.000,0.000,7.856,0.426,-0.057,0.103
UNITED-GUARDIAN INC,-0.231,0.171,0.019,0.151,0.011,0.043,0.000,10.848,0.000,0.302,5.152,2.716,0.000,2016.000,87.000,1.000,0.000,"Healthcare, Medical Equipment, and Drugs",2017.000,8.334,0.000,0.208,0.000,0.003,0.050,0.000,0.203,7.457,0.308,87.000,0.000,2.554,1.000,-0.012,0.262
UNITED-GUARDIAN INC,0.203,0.208,-0.012,0.262,0.003,0.050,0.000,8.334,0.000,0.308,7.457,2.554,0.000,2017.000,87.000,1.000,0.000,"Healthcare, Medical Equipment, and Drugs",2018.000,8.556,0.000,0.208,0.000,0.006,0.032,0.000,0.062,7.712,0.204,80.000,0.000,2.529,1.000,-0.048,0.262
UNITED-GUARDIAN INC,0.062,0.208,-0.048,0.262,0.006,0.032,0.000,8.556,0.000,0.204,7.712,2.529,0.000,2018.000,80.000,1.000,0.000,"Healthcare, Medical Equipment, and Drugs",2019.000,8.613,0.000,0.208,0.000,0.009,0.032,0.000,-0.012,8.490,0.210,77.000,0.000,2.515,1.000,0.023,0.262
UNITEDHEALTH GROUP INC,0.177,0.057,-0.023,0.080,0.014,0.000,0.210,0.688,0.000,0.404,3.981,11.718,1.000,2016.000,88.000,0.908,1.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,0.735,0.207,0.076,1.000,0.015,0.000,0.000,0.088,4.471,0.228,87.000,1.000,11.843,0.923,-0.022,0.098
UNITEDHEALTH GROUP INC,0.088,0.076,-0.022,0.098,0.015,0.000,0.207,0.735,0.000,0.228,4.471,11.843,1.000,2017.000,87.000,0.923,1.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2018.000,0.727,0.227,0.079,1.000,0.014,0.000,0.000,0.125,4.626,0.223,92.000,1.000,11.933,0.931,-0.024,0.103
UNITEDHEALTH GROUP INC,0.125,0.079,-0.024,0.103,0.014,0.000,0.227,0.727,0.000,0.223,4.626,11.933,1.000,2018.000,92.000,0.931,1.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2019.000,0.690,0.212,0.080,1.000,0.012,0.000,0.000,0.070,4.837,0.208,93.000,1.000,12.066,0.942,-0.027,0.106
UNITED PARCEL SERVICE INC,0.044,0.085,-0.075,0.160,0.073,0.000,0.307,1.181,1.000,0.332,19.786,10.606,1.000,2016.000,84.000,1.000,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,1.223,0.447,0.108,1.000,0.115,0.000,1.000,0.082,19.786,0.313,83.000,0.000,10.723,1.000,0.076,0.033
UNITED PARCEL SERVICE INC,0.082,0.108,0.076,0.033,0.115,0.000,0.447,1.223,1.000,0.313,19.786,10.723,1.000,2017.000,83.000,1.000,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2018.000,1.151,0.398,0.096,1.000,0.126,0.000,1.000,0.091,19.786,0.204,89.000,0.000,10.820,1.000,-0.158,0.254
UNITED PARCEL SERVICE INC,0.091,0.096,-0.158,0.254,0.126,0.000,0.398,1.151,1.000,0.204,19.786,10.820,1.000,2018.000,89.000,1.000,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2019.000,1.110,0.418,0.077,1.000,0.110,0.000,1.000,0.031,19.786,0.214,88.000,0.000,10.966,1.000,-0.073,0.149
U S ENERGY CORP/WY,-0.386,-0.528,-0.368,-0.111,0.012,0.000,0.000,0.448,0.000,0.000,2.090,2.819,0.000,2016.000,90.000,1.000,0.000,"Manufacturing, Energy, and Utilities",2017.000,3.741,0.061,-0.089,0.000,0.020,0.000,0.000,0.139,1.663,0.000,91.000,0.000,2.729,0.390,-0.031,-0.058
U S ENERGY CORP/WY,0.139,-0.089,-0.031,-0.058,0.020,0.000,0.061,3.741,0.000,0.000,1.663,2.729,0.000,2017.000,91.000,0.390,0.000,"Manufacturing, Energy, and Utilities",2018.000,2.208,0.000,-0.070,0.000,0.089,0.000,0.000,-0.154,0.924,0.000,75.000,0.000,2.693,0.315,-0.037,-0.033
ESSENDANT INC,0.001,0.030,-0.031,0.061,0.017,0.000,0.281,2.357,0.000,0.325,1.003,7.679,1.000,2016.000,85.000,0.468,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,2.171,0.277,-0.150,1.000,0.022,0.000,0.000,-0.062,0.705,0.008,83.000,0.000,7.481,0.231,-0.255,0.105
RAYTHEON TECHNOLOGIES CORP,0.014,0.056,0.013,0.043,0.019,0.026,0.242,1.303,1.000,0.238,3.214,11.404,1.000,2016.000,94.000,0.810,0.000,"Manufacturing, Energy, and Utilities",2017.000,1.347,0.258,0.047,1.000,0.021,0.025,1.000,0.045,3.443,0.366,95.000,0.000,11.482,0.849,-0.011,0.058
RAYTHEON TECHNOLOGIES CORP,0.045,0.047,-0.011,0.058,0.021,0.025,0.258,1.347,1.000,0.366,3.443,11.482,1.000,2017.000,95.000,0.849,0.000,"Manufacturing, Energy, and Utilities",2018.000,1.132,0.307,0.039,1.000,0.014,0.018,1.000,0.111,2.386,0.317,98.000,0.000,11.807,0.927,-0.008,0.047
RAYTHEON TECHNOLOGIES CORP,0.111,0.039,-0.008,0.047,0.014,0.018,0.307,1.132,1.000,0.317,2.386,11.807,1.000,2018.000,98.000,0.927,0.000,"Manufacturing, Energy, and Utilities",2019.000,1.084,0.286,0.040,1.000,0.016,0.022,1.000,0.159,3.099,0.278,99.000,0.000,11.847,0.809,-0.024,0.064
UNITIL CORP,-0.102,0.024,-0.037,0.061,0.087,0.000,0.288,0.744,0.000,0.362,2.177,7.028,1.000,2016.000,89.000,0.579,0.000,"Manufacturing, Energy, and Utilities",2017.000,1.002,0.308,0.023,1.000,0.096,0.000,0.000,0.059,2.008,0.376,86.000,0.000,7.124,0.671,-0.046,0.069
UNITIL CORP,0.059,0.023,-0.046,0.069,0.096,0.000,0.308,1.002,0.000,0.376,2.008,7.124,1.000,2017.000,86.000,0.671,0.000,"Manufacturing, Energy, and Utilities",2018.000,0.791,0.300,0.025,1.000,0.079,0.000,0.000,0.093,2.146,0.203,83.000,0.000,7.169,0.756,-0.035,0.060
UNITIL CORP,0.093,0.025,-0.035,0.060,0.079,0.000,0.300,0.791,0.000,0.203,2.146,7.169,1.000,2018.000,83.000,0.756,0.000,"Manufacturing, Energy, and Utilities",2019.000,0.819,0.321,0.032,1.000,0.087,0.000,0.000,-0.013,2.451,0.238,90.000,0.000,7.223,0.991,-0.044,0.077
SENSIENT TECHNOLOGIES CORP,0.005,0.076,-0.058,0.133,0.049,0.025,0.349,3.356,1.000,0.265,4.159,7.419,1.000,2016.000,85.000,0.522,0.000,"Manufacturing, Energy, and Utilities",2017.000,3.391,0.350,0.052,1.000,0.033,0.024,1.000,-0.015,3.707,0.396,85.000,0.000,7.453,0.556,-0.053,0.105
SENSIENT TECHNOLOGIES CORP,-0.015,0.052,-0.053,0.105,0.033,0.024,0.350,3.391,1.000,0.396,3.707,7.453,1.000,2017.000,85.000,0.556,0.000,"Manufacturing, Energy, and Utilities",2018.000,3.833,0.378,0.086,1.000,0.028,0.024,1.000,0.018,2.742,0.133,82.000,0.000,7.509,0.565,0.040,0.046
SENSIENT TECHNOLOGIES CORP,0.018,0.086,0.040,0.046,0.028,0.024,0.378,3.833,1.000,0.133,2.742,7.509,1.000,2018.000,82.000,0.565,0.000,"Manufacturing, Energy, and Utilities",2019.000,3.914,0.350,0.047,1.000,0.022,0.023,1.000,-0.046,3.169,0.188,87.000,0.000,7.462,0.525,-0.055,0.102
